<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.09.03	03:45:00	45213.6	45213.6	45200.3	45213.1	459	0	34
2025.09.03	04:00:00	45212.1	45213.3	45191.1	45192.1	459	0	34
2025.09.03	04:15:00	45193.1	45196.1	45169.1	45171.8	443	0	34
2025.09.03	04:30:00	45172.6	45181.1	45162.8	45179.6	505	0	34
2025.09.03	04:45:00	45179.6	45193.3	45179.1	45186.6	482	0	34
2025.09.03	05:00:00	45187.1	45192.1	45179.1	45190.6	452	0	34
2025.09.03	05:15:00	45189.6	45197.1	45183.1	45187.1	328	0	34
2025.09.03	05:30:00	45187.1	45188.1	45161.6	45176.1	435	0	34
2025.09.03	05:45:00	45177.1	45183.6	45172.8	45173.6	313	0	34
2025.09.03	06:00:00	45173.6	45191.1	45171.6	45179.1	367	0	34
2025.09.03	06:15:00	45178.6	45181.1	45156.1	45166.6	398	0	34
2025.09.03	06:30:00	45166.8	45174.1	45142.6	45168.1	481	0	34
2025.09.03	06:45:00	45165.6	45172.1	45158.6	45162.6	416	0	34
2025.09.03	07:00:00	45162.1	45165.1	45153.8	45157.6	312	0	34
2025.09.03	07:15:00	45157.1	45170.8	45155.1	45168.3	273	0	34
2025.09.03	07:30:00	45168.8	45171.8	45160.1	45161.1	247	0	34
2025.09.03	07:45:00	45161.1	45164.1	45154.1	45164.1	222	0	34
2025.09.03	08:00:00	45164.1	45164.1	45139.6	45156.1	401	0	34
2025.09.03	08:15:00	45156.3	45163.1	45134.1	45144.1	462	0	34
2025.09.03	08:30:00	45144.6	45159.6	45143.1	45146.1	424	0	34
2025.09.03	08:45:00	45145.3	45147.1	45116.1	45125.1	527	0	34
2025.09.03	09:00:00	45123.8	45168.5	45122.6	45167.0	731	0	26
2025.09.03	09:15:00	45167.0	45192.0	45158.5	45190.2	603	0	26
2025.09.03	09:30:00	45190.5	45203.7	45185.0	45194.5	555	0	26
2025.09.03	09:45:00	45194.5	45198.7	45157.2	45173.5	597	0	26
2025.09.03	10:00:00	45172.2	45195.5	45171.2	45181.0	1250	0	26
2025.09.03	10:15:00	45180.7	45190.2	45132.0	45184.0	1458	0	26
2025.09.03	10:30:00	45184.0	45211.5	45173.0	45203.5	1029	0	26
2025.09.03	10:45:00	45203.5	45247.5	45200.7	45237.0	833	0	26
2025.09.03	11:00:00	45236.5	45277.5	45235.5	45276.5	1062	0	26
2025.09.03	11:15:00	45276.5	45318.5	45273.5	45315.0	827	0	26
2025.09.03	11:30:00	45315.0	45316.2	45268.5	45279.5	745	0	26
2025.09.03	11:45:00	45279.5	45284.5	45261.0	45279.5	530	0	26
2025.09.03	12:00:00	45281.2	45291.5	45251.7	45260.5	610	0	26
2025.09.03	12:15:00	45260.0	45292.5	45257.5	45291.5	457	0	26
2025.09.03	12:30:00	45291.2	45317.7	45278.0	45307.5	639	0	26
2025.09.03	12:45:00	45307.5	45310.5	45286.5	45299.0	479	0	26
2025.09.03	13:00:00	45298.5	45304.5	45291.5	45301.7	540	0	26
2025.09.03	13:15:00	45301.5	45304.5	45290.5	45303.5	471	0	26
2025.09.03	13:30:00	45303.5	45320.5	45297.5	45298.5	638	0	26
2025.09.03	13:45:00	45298.7	45309.2	45295.5	45306.5	553	0	26
2025.09.03	14:00:00	45308.5	45329.0	45307.5	45318.5	625	0	26
2025.09.03	14:15:00	45318.5	45323.5	45301.7	45302.5	532	0	26
2025.09.03	14:30:00	45303.5	45327.7	45280.5	45319.5	883	0	26
2025.09.03	14:45:00	45319.5	45319.5	45263.5	45269.5	704	0	26
2025.09.03	15:00:00	45275.5	45298.5	45266.5	45296.5	900	0	26
2025.09.03	15:15:00	45296.0	45297.0	45251.5	45254.5	713	0	26
2025.09.03	15:30:00	45254.0	45254.5	45193.5	45197.5	1190	0	26
2025.09.03	15:45:00	45197.5	45208.2	45186.5	45192.5	958	0	26
2025.09.03	16:00:00	45191.2	45226.0	45184.5	45224.5	1062	0	26
2025.09.03	16:15:00	45223.5	45245.0	45210.5	45228.5	1102	0	26
2025.09.03	16:30:00	45227.0	45316.3	45227.0	45276.8	3000	0	20
2025.09.03	16:45:00	45276.8	45280.8	45111.0	45125.3	2576	0	20
2025.09.03	17:00:00	45125.3	45165.0	45082.8	45082.8	2644	0	20
2025.09.03	17:15:00	45083.8	45218.3	45083.8	45147.8	2253	0	20
2025.09.03	17:30:00	45146.8	45210.8	45144.3	45196.0	1955	0	20
2025.09.03	17:45:00	45196.0	45240.8	45194.5	45230.8	1884	0	20
2025.09.03	18:00:00	45231.5	45269.8	45190.8	45200.8	1752	0	20
2025.09.03	18:15:00	45200.8	45215.5	45137.8	45149.8	1815	0	20
2025.09.03	18:30:00	45150.8	45179.8	45132.8	45158.8	1830	0	20
2025.09.03	18:45:00	45159.0	45176.8	45127.3	45143.8	1630	0	20
2025.09.03	19:00:00	45143.8	45154.8	45102.3	45105.8	1593	0	20
2025.09.03	19:15:00	45105.8	45166.0	45089.3	45119.8	1600	0	20
2025.09.03	19:30:00	45119.8	45129.8	45087.8	45090.8	1624	0	20
2025.09.03	19:45:00	45090.8	45112.8	45057.8	45082.8	1614	0	20
2025.09.03	20:00:00	45082.8	45133.8	45082.8	45118.8	1462	0	20
2025.09.03	20:15:00	45118.8	45136.8	45090.3	45114.8	1360	0	20
2025.09.03	20:30:00	45115.8	45122.8	45025.3	45026.8	1469	0	20
2025.09.03	20:45:00	45027.8	45061.0	44987.8	45020.8	1924	0	20
2025.09.03	21:00:00	45020.8	45062.8	45003.8	45056.8	1823	0	20
2025.09.03	21:15:00	45058.8	45104.3	45050.5	45094.8	1680	0	20
2025.09.03	21:30:00	45094.8	45098.8	45050.8	45090.8	1636	0	20
2025.09.03	21:45:00	45088.8	45102.8	45069.8	45080.8	1435	0	20
2025.09.03	22:00:00	45080.8	45081.8	45046.3	45056.8	1332	0	20
2025.09.03	22:15:00	45056.8	45079.8	45054.8	45073.5	1179	0	20
2025.09.03	22:30:00	45073.3	45171.8	45070.8	45170.8	1395	0	20
2025.09.03	22:45:00	45170.8	45267.3	45158.8	45263.3	2002	0	20
2025.09.03	23:00:00	45265.6	45284.6	45192.1	45237.8	1317	0	34
2025.09.03	23:15:00	45237.1	45244.8	45212.1	45230.1	432	0	34
2025.09.03	23:30:00	45230.1	45240.1	45217.6	45222.1	280	0	34
2025.09.03	23:45:00	45222.1	45231.1	45220.1	45226.1	248	0	34
2025.09.04	01:00:00	45171.6	45193.8	45170.3	45185.6	410	0	34
2025.09.04	01:15:00	45185.6	45187.3	45169.8	45171.3	306	0	34
2025.09.04	01:30:00	45171.6	45189.8	45171.6	45174.6	228	0	34
2025.09.04	01:45:00	45174.6	45185.1	45172.8	45173.6	247	0	34
2025.09.04	02:00:00	45174.3	45198.6	45174.1	45198.1	232	0	34
2025.09.04	02:15:00	45196.6	45202.1	45189.3	45190.1	203	0	34
2025.09.04	02:30:00	45189.3	45189.6	45169.6	45170.1	245	0	34
2025.09.04	02:45:00	45170.1	45183.1	45167.3	45178.1	228	0	34
2025.09.04	03:00:00	45177.1	45226.1	45170.1	45221.8	816	0	34
2025.09.04	03:15:00	45222.1	45265.6	45213.1	45241.1	913	0	34
2025.09.04	03:30:00	45239.6	45253.1	45234.1	45238.6	612	0	34
2025.09.04	03:45:00	45238.6	45242.8	45226.1	45235.3	512	0	34
2025.09.04	04:00:00	45233.8	45243.6	45225.1	45226.6	613	0	34
2025.09.04	04:15:00	45226.1	45236.1	45216.6	45217.6	424	0	34
2025.09.04	04:30:00	45216.3	45227.1	45206.1	45221.1	479	0	34
2025.09.04	04:45:00	45222.1	45226.1	45201.1	45217.1	365	0	34
2025.09.04	05:00:00	45217.3	45255.1	45217.3	45245.1	551	0	34
2025.09.04	05:15:00	45244.1	45244.1	45216.3	45216.3	379	0	34
2025.09.04	05:30:00	45216.3	45236.6	45211.3	45236.3	375	0	34
2025.09.04	05:45:00	45236.8	45241.6	45208.1	45216.3	423	0	34
2025.09.04	06:00:00	45217.1	45220.8	45206.8	45219.1	488	0	34
2025.09.04	06:15:00	45219.1	45228.1	45209.3	45211.6	383	0	34
2025.09.04	06:30:00	45211.8	45216.3	45198.1	45210.3	391	0	34
2025.09.04	06:45:00	45210.3	45211.8	45200.1	45209.1	267	0	34
2025.09.04	07:00:00	45209.3	45237.6	45209.1	45232.3	342	0	34
2025.09.04	07:15:00	45232.3	45250.6	45232.1	45249.1	258	0	34
2025.09.04	07:30:00	45249.1	45254.8	45242.8	45245.1	262	0	34
2025.09.04	07:45:00	45245.1	45254.8	45244.3	45250.1	194	0	34
2025.09.04	08:00:00	45249.8	45255.1	45239.1	45251.8	344	0	34
2025.09.04	08:15:00	45251.1	45265.8	45223.3	45230.1	479	0	34
2025.09.04	08:30:00	45231.8	45242.3	45230.3	45232.1	405	0	34
2025.09.04	08:45:00	45232.1	45236.1	45219.8	45234.1	372	0	34
2025.09.04	09:00:00	45233.3	45255.2	45225.1	45233.5	524	0	26
2025.09.04	09:15:00	45233.7	45240.2	45221.5	45230.5	504	0	26
2025.09.04	09:30:00	45229.7	45250.2	45223.0	45239.7	524	0	26
2025.09.04	09:45:00	45239.5	45255.0	45198.0	45199.0	552	0	26
2025.09.04	10:00:00	45198.7	45245.2	45193.5	45242.0	1217	0	26
2025.09.04	10:15:00	45241.0	45253.2	45219.7	45233.7	887	0	26
2025.09.04	10:30:00	45234.7	45273.7	45227.5	45257.0	868	0	26
2025.09.04	10:45:00	45258.7	45258.7	45239.7	45249.5	514	0	26
2025.09.04	11:00:00	45239.0	45249.2	45209.5	45220.2	826	0	26
2025.09.04	11:15:00	45220.5	45241.5	45218.7	45240.7	668	0	26
2025.09.04	11:30:00	45241.0	45243.5	45212.2	45226.0	660	0	26
2025.09.04	11:45:00	45226.0	45235.0	45214.0	45222.7	389	0	26
2025.09.04	12:00:00	45223.7	45252.0	45219.7	45249.0	488	0	26
2025.09.04	12:15:00	45249.0	45249.5	45232.5	45242.5	512	0	26
2025.09.04	12:30:00	45243.0	45259.0	45241.5	45254.0	401	0	26
2025.09.04	12:45:00	45254.0	45259.0	45227.0	45257.0	375	0	26
2025.09.04	13:00:00	45257.0	45292.7	45253.0	45290.0	494	0	26
2025.09.04	13:15:00	45289.5	45293.0	45255.0	45257.0	716	0	26
2025.09.04	13:30:00	45255.2	45264.0	45241.7	45259.5	413	0	26
2025.09.04	13:45:00	45259.5	45268.0	45257.0	45261.0	414	0	26
2025.09.04	14:00:00	45259.2	45290.0	45258.0	45288.0	532	0	26
2025.09.04	14:15:00	45288.0	45295.0	45251.0	45260.0	464	0	26
2025.09.04	14:30:00	45260.0	45267.0	45245.5	45247.0	551	0	26
2025.09.04	14:45:00	45247.0	45254.0	45205.0	45221.7	679	0	26
2025.09.04	15:00:00	45222.0	45265.0	45221.0	45250.5	709	0	26
2025.09.04	15:15:00	45250.5	45263.5	45216.0	45232.5	1183	0	26
2025.09.04	15:30:00	45235.7	45255.7	45217.0	45239.0	1163	0	26
2025.09.04	15:45:00	45239.7	45258.0	45234.5	45254.5	897	0	26
2025.09.04	16:00:00	45252.0	45260.0	45240.0	45248.2	835	0	26
2025.09.04	16:15:00	45248.0	45280.0	45234.0	45280.0	868	0	26
2025.09.04	16:30:00	45275.2	45334.8	45180.3	45327.3	2886	0	20
2025.09.04	16:45:00	45327.5	45345.3	45284.3	45339.8	2416	0	20
2025.09.04	17:00:00	45328.8	45367.3	45220.8	45258.3	2534	0	20
2025.09.04	17:15:00	45258.3	45357.3	45240.3	45345.3	2105	0	20
2025.09.04	17:30:00	45345.3	45397.3	45339.3	45381.8	2067	0	20
2025.09.04	17:45:00	45383.3	45422.3	45372.5	45410.3	1788	0	20
